,address,description,name,value
1036,"Redhill, Red Hill, Nairobi, Nairobi",20234 Land Size (m²),5 Acres Prime Land for sale  Along Limuru Road,KSh 110000000
1037,"Dennis Pritt Road, Kilimani, Nairobi, Nairobi",3 Bedrooms,Elegant 3 Bedrooms Apartment Forsale,KSh 15500000
1038,"Argwings Kodhek Rd, Kilimani, Nairobi, Nairobi",3 Bedrooms,3 Bedroom Apartment / Flat For Sale In Kilimani,KSh 42000000
1039,"Oloitoktok Road, Lavington, Nairobi, Nairobi",3 Bedrooms,"Exceptional Pearl Residence 3 Bedrooms Fully Furnished Apartment In Lavington , From Ksh. 30m Only.",KSh 30000000
1040,"Dagoretti road, Dagoretti Road, Nairobi, Nairobi",2 Bedrooms,Karen- Dagoretti Road Two Beedroom Apartment For Sale.,KSh 9000000
1041,"Mtwapa, Mtwapa, Kilifi, Coast",2 Bedrooms,Lavish 2 Bedroom Apartments In Mtwapa,KSh 9700000
1042,"Kiambu, Kiambu Road, Nairobi, Nairobi",1 Bedrooms,Stunning 1 Bedroom Apartment At Mitini Scapes,KSh 7500000
1043,"Nyeri Road, Kileleshwa, Nairobi, Nairobi",4 Bedrooms,Kileleshwa Vernonia 3 Bedroom Apartment +DSQ For Sale (Offplan Selling),KSh 23500000
1044,"waiyaki way, Waiyaki Way, Nairobi, Nairobi",4 Bedrooms,4 Bedroom House at The Water Front Gardens Estate,KSh 28000000
1045,"Riara road riara lane, Kilimani, Nairobi, Nairobi",4 Bedrooms,Off Plan 4bedroom Mideya Garden Riara Road Riara Lane,KSh 16500000
1046,"LINKS ROAD, Nyali, Mombasa, Coast",3 Bedrooms,3 Bedroom Apartment For Sale In Nyali,KSh 14000000
1047,"kirichwa Rd Kilimani, Kilimani, Nairobi, Nairobi",2 Bedrooms,2 Bedroom Apartment On Sale. Kilimani. 10.5m,KSh 10500000
1048,"Kilimani, Kilimani, Nairobi, Nairobi",2 Bedrooms,Two Bedroom Apartment For Sale In Kilimani,KSh 18500000
1049,"gatundu road, Kileleshwa, Nairobi, Nairobi",2 Bedrooms,Off Plan Apartment Nearby Kasuku Center From 8 Million,KSh 8000000
1050,"ruiru, Thika road, Ruiru, Ruiru, Central",3 Bedrooms,3 Bedroom Apartments For Sale In Ruiru,KSh 8300000
1051,"Loresho, Loresho, Nairobi, Nairobi",2 Bedrooms,Loresho 2 Bedroom Apartment For Sale,KSh 12000000
1052,"Hosptital road, Upper Hill, Nairobi, Nairobi",1 Rooms (total),800sq.ft Office Space FOR SALE in Upper Hill,KSh 13000000
1053,"Its along riverside drive near germany embassy., Riverside, Nairobi, Nairobi",3 Bedrooms,A Brand New 3bdrm Unfurnished Apartment For Sale In Riverside Drive.,KSh 45000000
1054,"Light Academy, Malindi, Kilifi, Coast",2 Bedrooms,Spacious House In A 1.5 Acre Lot For Sale In Malindi,KSh 25000000
1055,"Mtangani, Malindi, Kilifi, Coast",2 Bedrooms,"A Homey 2 Bed-En-Suite House For Sale In Malindi, Kenya",KSh 15000000
1056,"Kirichwa Road kilimani, Kilimani, Nairobi, Nairobi",2 Bedrooms,2 Bedroom Apartment For Sale In Kilimani,KSh 10500000
1057,"Riara Rd, Lavington, Nairobi, Nairobi",2 Bedrooms,2 Bedroom Apartment / Flat For Sale In Lavington,KSh 11500000
1058,"Muringa road, Kilimani, Nairobi, Nairobi",3 Bedrooms,Apartment For Sale On Muringa Road,KSh 22000000
1059,"Rafta road, Westlands, Nairobi, Nairobi",3 Bedrooms,Executive 3 Bedroom Apartment,KSh 25000000
1060,"Mandera road, Kileleshwa, Nairobi, Nairobi",3 Bedrooms,3 Bedroom Apartment Master Ensuite Plus Dsq For Sale In Kileleshwa,KSh 18500000
1061,"Galu, Riruta, Galu, Coast",2 Bedrooms,Stunning Beachfront Apartments For Sale- Diani,KSh 23800000
1062,"Naivasha Rd, Uthiru/Ruthimutu, Nairobi, Nairobi",3 Bedrooms,3 Bedroom Apartments ( Superior Type) For Sale Close To Ilri In Uthiru Area,KSh 8700000
1063,"Kileleshwa, Nairobi, Nairobi",3 Bedrooms,Bell Crest Gardens,KSh 15000000
1064,"Golf club, Malindi, Kilifi, Coast",1 Bedrooms,Apartments For Sale In Malindi.,KSh 5600000
1065,"Lavington close to valley arcade,international schools and embassies, Lavington, Nairobi, Nairobi",3 Bedrooms,Lavington Spacious Brand New 3 Bedroom Apartment With Dsq For Sale,KSh 22000000
1066,"kenya Re, South C, Nairobi, Nairobi",3 Bedrooms,3 Bedroom Apartment For Sale In South C,KSh 13000000
1067,"Westlands, Nairobi, Nairobi",3 Bedrooms,""" Value For Money, Investment Cum Home""",KSh 27000000
1068,"Kasarani, Kasarani, Nairobi, Nairobi",1 Bedrooms,Monthly returns investment! Kasarani New Flat,KSh 22000000
1069,"Kirichwa Road kilimani, Kilimani, Nairobi, Nairobi",3 Bedrooms,3 Bedroom Apartment For Sale In Kilimani,KSh 14500000
1070,"Its along waiyaki way., Waiyaki Way, Nairobi, Nairobi",3 Bedrooms,"3bdrm Apartment For Sale, Along Waiyaki Way Opposite Cck",KSh 17000000
1071,"Excecutive two bedroomed house for sale in Ruaka-Mucatha, Ruaka, Nairobi, Nairobi",2 Bedrooms,Place To Call Home?This The Place.,KSh 6000000
1072,"Woodley, Ngong Road, Nairobi, Nairobi",2 Bedrooms,"A Beautiful 2 Bedroom Apartment For Sale, off Ngong Road, Woodley",KSh 10500000
1073,"Denis Pritt Rd, Kilimani, Nairobi, Nairobi",3 Bedrooms,3 Bedroom Apartment / Flat For Sale In Kilimani,KSh 19000000
1074,"Lavington, Lavington, Nairobi, Nairobi",4 Bedrooms,Elegant 4 Bedroom Townhouse with Dsq in Lavington Near Valley Arcade,KSh 27000000
1075,"Kikuyu road, Riruta, Nairobi, Nairobi",1 Bedrooms,1 Bedroom Apartment For Sale In Riruta,KSh 1800000
1076,"Dennis Pritt Rd,kilimani, Kilimani, Nairobi, Nairobi",2 Bedrooms,Spacious 2 Bedroom Apartment To Let In Kilimani. 70k,KSh 70000
1077,"Elgeyo Marakwet road, Kilimani, Nairobi, Nairobi",4 Bedrooms,"4 Bedroom Penthouse Apartments For Sale In Kilimani, Elgeiyo Marakwet Road.",KSh 19000000
1078,"Westlands, Westlands, Nairobi, Nairobi",2 Bedrooms,2 Bdrm All Ensuit With A Rooftop Infinity Swimming Pool,KSh 25000000
1079,"Kiambere Rd, Upper Hill, Nairobi, Nairobi",1 Rooms (total),"1,655 sq.ft office space for sale in Nachu Plaza in Upper Hill.",KSh 27837100
1080,"SIAYA ROAD, Kileleshwa, Nairobi, Nairobi",3 Bedrooms,Spacious 3 Bedroom Apartment (WITH An Sq) - Kileleshwa,KSh 22500000
1081,"Ring Road Kilimani, Kilimani, Nairobi, Nairobi",3 Bedrooms,3 Bedroom Apartment For Sale In Kilimani,KSh 26000000
1082,"Namanga Road, Kitengela, Kajiado, Rift Valley",2 Bedrooms,Luxurious 2 Bedroom Apartments For Sale In Kitengela,KSh 4800000
1083,"Gitanga road, Lavington, Nairobi, Nairobi",2 Bedrooms,2 Bedroom Penthouse For Sale In Lavington,KSh 16000000
1084,"Kitengela safaricom area - Namanga road., Kitengei, Kitengei, Eastern",NO180LA73OFYINTRESKE-NEW Object ID,KITENGELA - 1/4 ACRE LAND,KSh 3500000
1085,"Suguta Road, Kileleshwa, Nairobi, Nairobi",1 Bedrooms,Luxurious Kileleshwa 1 & 2 Bedroom Apartment,KSh 10500000
1086,"Kayahwe Rd, Kilimani, Nairobi, Nairobi",2 Bedrooms,2 Bedroom Apartment / Flat For Sale In Kilimani,KSh 12200000
1087,"Gatanga Road, Kileleshwa, Nairobi, Nairobi",2 Bedrooms,2 Bedrooms Off Plan Houe For Sale In Kileleshwa,KSh 8000000
1088," Fedha Estate, Nairobi, Nairobi",3 Bedrooms,"3 Bedroom Town House for sale,  Avenue Park Estate",KSh 17500000
1089,"Juja, Juja, Kiambu, Central",2 Bedrooms,Exciting 2 Bedroom Apartment For Sale In Juja,KSh 5000000
1090,"Kibokoni Residence, Malindi, Kilifi, Coast",4 Bedrooms,"Spectacular 4 Bedroom Home For Sale- Malindi,Kenya",KSh 40000000
1091,"Nyayo embakasi, Embakasi, Nairobi, Nairobi",3 Bedrooms,Beautifully 3 Bedroom Unfurnished Apartment For Sale At Nyayo Embakasi,KSh 8500000
1092,"Brookside, Brookside, Nairobi, Nairobi",5 Bedrooms,Brookside-5 Bedroom All En-Suite,KSh 46000000
1093,"Miotoni, Karen, Nairobi, Nairobi",7284 Land Size (m²),"18 Acre Plot  of Land in Warai, Karen",KSh 99000000
1094,"Kilimani, Nairobi, Nairobi",2 Bedrooms,"Elegant 2&3 Bedroom Apartment For Sale, Kilimani",KSh 14500000
1095,"Mugoiri rd Kileleshwa, Riruta, Nairobi, Nairobi",2 Bedrooms,Beautiful 2 Bedroom Apartment For Sale In Kileleshwa,KSh 12500000
1096,"Dagoretti Bypass, Karen, Nairobi, Nairobi",NO008LA84FZBINTRESKE-NEW Object ID,0 25 Acres Vacant Land for sale  in Karen - 3ke1317352,KSh 13500000
1097,"Mugoiri Road, Kileleshwa, Nairobi, Nairobi",2 Bedrooms,"2 And 3 Bedrooms High Quality Apartments For Sale On Mugoiri Road, Kileleshwa. From Ksh. 12.5m Only!!",KSh 12500000
1098,"Dennis Pritt Road, Kilimani, Nairobi, Nairobi",1 Bedrooms,Stunning Apartments In Kilimani,KSh 9500000
1099,"Kajiado, Kajiado, Kajiado, Rift Valley",202343 Land Size (m²),"50 Acres Undeveloped Land for sale , Champagne Ridge Ngong Hills",KSh 110000000
1100,"NYERI RD, Kileleshwa, Nairobi, Nairobi",3 Bedrooms,Kileleshwa;3bedroom Apartment With Dsq For Sale,KSh 24550000
1101,"Kibokoni Residence, Malindi, Kilifi, Coast",4 Bedrooms,Houses For Sale In Malindi,KSh 50000000
1102,"Kisimani heights, Kisimani Buni, Mombasa, Coast",1 Bedrooms,One Bedroom Apartment For Sale,KSh 3200000
1103,"Gitanga road, Lavington, Nairobi, Nairobi",3 Bedrooms,Three Bedroom Apartment For Sale In Lavington,KSh 25500000
1104,"Casuarina, Malindi, Kilifi, Coast",4 Bedrooms,Stunning House For Sale In Malindi.,KSh 40000000
1105,"Kahawa Wendani, Kahawa Wendani, Nairobi, Nairobi",2023 Land Size (m²),Kahawa Wendani 0 5 Acre Plot for sale,KSh 11000000
1106,"Gikambura, Kiambu Road, Nairobi, Nairobi",001 Object ID,Plot For Sale In Kikuyu Gikambura (50x100Ft),KSh 3000000
1107,"Ridgemount Estate Phase 2, Gilgil, Gilgil, Rift Valley",20234 Land Size (m²),5 Acre Serviced Plot Ridgemount Estate Phase 2,KSh 20000000
1108,"Casuarina, Malindi, Kilifi, Coast",2 Bedrooms,Stunning Villa For Sale In Malindi,KSh 25000000
1109,"GITANGA RD, Lavington, Nairobi, Nairobi",3 Bedrooms,Lavington;3 Bedroom Apartment For Sale,KSh 35000000
1110,"Riara Road, Kilimani, Nairobi, Nairobi",2 Bedrooms,"2 Bedroom Apartment For Sale On Riara Road, Ksh. 10m",KSh 10500000
1111,"Cargo street, Ruiru, Nairobi, Nairobi",2 Bedrooms,2 Bedroom For Sale In Ruiru,KSh 6800000
1112,"genaral mathege road, Westlands, Nairobi, Nairobi",4 Bedrooms,Casa Apartments,KSh 50000000
1113,"Mlolongo, Nairobi, Nairobi",2 Bedrooms,Apartments Mlolongo,KSh 4950000
1114,"Kilimani Hurlingham, Kilimani, Nairobi, Nairobi",3 Bedrooms,44 Units Of Stunning Spacious 3 Bedroom Apartments At Kilimani,KSh 22000000
1115,"Ring road, Kileleshwa, Nairobi, Nairobi",3 Bedrooms,3 Bdrm/Sq High End Apartment,KSh 35000000
1116,"Kilimani Nairobi, Kilimani, Nairobi, Nairobi",1 Rooms (total),Modern Office space for sale in Kilimani,KSh 12500000
1117,"Golf Course, Malindi, Kilifi, Coast",2 Bedrooms,Villa For Sale In Malindi,KSh 15000000
1118,"Githuri road, Parklands, Nairobi, Nairobi",4 Bedrooms,"Forest Front Apartments, Githuri Road",KSh 23000000
1119,"Kilimani, Kilimani, Nairobi, Nairobi",4 Bedrooms,4 Bedroom Penthouse All Ensuite Plus Dsq For Sale In Kilimani,KSh 28000000
1120,"Kingara road, Lavington, Nairobi, Nairobi",3 Bedrooms,Three Bedroom Apartment For Sale In Lavington,KSh 22000000
1121,"ngong road, Ngong Road, Nairobi, Nairobi",4 Bedrooms,Maisonette For Sale In Ngong Road,KSh 17000000
1122,"Nanyuki Spring, Nanyuki, Laikipia, Rift Valley",8094 Land Size (m²),Riverfront 2 Acre Plot of Land in Nanyuki,KSh 6000000
1123,"Dagoretti Road, Nairobi, Nairobi",2 Bedrooms,"West-Point Heights, 2 Bedrooms Master En-Suite Â€“ Off Southern Bypass Â€“ Karen Dagoretti Rd Junction",KSh 7500000
1124,"Riara Road, Kilimani, Nairobi, Nairobi",3 Bedrooms,3 Bedroom Apartment Off Plan For Sale On Riara Road.,KSh 11500000
1125,"Langata Rd, Uchumi, Langata, Nairobi, Nairobi",3 Bedrooms,3 Bedroom Executive Apartments For Sale In Langata Carnivore Overlooking The National Park/City Centre,KSh 17000000
1126,"Nyali, Mombasa, Coast",3 Bedrooms,"Pam Breeze Apartments In 3rd Avenue, Nyali - Mombasa",KSh 13500000
1127,"Hurlingham, Kilimani, Nairobi, Nairobi",3 Bedrooms,3 Bedroom Furnished Apartment For Sale In Kilimani,KSh 33000000
1128,"lavington, Lavington, Nairobi, Nairobi",5 Bedrooms,Spacious Lavington Townhouse For Sale,KSh 55000000
1129,"Karen, Karen, Nairobi, Nairobi",4046 Land Size (m²),1 Acres Residential Vacant Land for sale  in Karen - 3ke1323951,KSh 60000000
1130,"Lavington, Lavington, Nairobi, Nairobi",5 Bedrooms,Halycon Properties,KSh 70000000
1131,"Karen, Karen, Nairobi, Nairobi",3 Bedrooms,This Roomy Contemporary 3 Bedroom Apartment.,Contact seller for price
1132,"NYARI, Nyari, Nairobi, Nairobi",6 Bedrooms,"Nyari, House for sale",KSh 90000000
1133,"Ngowe Road, Malindi, Kilifi, Coast",3 Bedrooms,Massive 3 Bedroom En-Suite Home For Sale In Malindi,KSh 95000000
1134,"Kilimani, Kilimani, Nairobi, Nairobi",2 Bedrooms,"2 Bedrooms Apartment, Kilimani",KSh 18000000
1135,"Kileleshwa close to Embassies,International schools and shopping malls, Kileleshwa, Nairobi, Nairobi",3 Bedrooms,Kileleshwa For Sale-3bedroom Apartment,KSh 21000000
1136,"Lower Kabete, Lower Kabete, Nairobi, Nairobi",5 Bedrooms,"House at Highgrove Village, Lower Kabete",Contact seller for price
1137,"4 bedroomed apartment for sale in Sigona near wida hotel, Ruaka, Nairobi, Nairobi",4 Bedrooms,Excecutive 4 Bedroomed All Ensuite Apartment For Sale In Sigona,KSh 11000000
1138,"Thika Road, Nairobi, Nairobi",3 Bedrooms,Modern 3 Bedroom Apartment For Sale In Thika-3ke1239908,KSh 7500000
1139,"NYANGUMI RD, Hurlingham, Nairobi, Nairobi",2 Bedrooms,Hurlinghum;2 Bedroom Apartments For Sale,KSh 17500000
1140,"Bogani, Karen, Nairobi, Nairobi",NO008LA82FZDINTRESKE-NEW Object ID,05 Acres Vacant Land for sale  in Karen - 3ke1308654,KSh 29000000
1141,"RUNDA MIMOSA 17 04 15, Runda, Nairobi, Nairobi",5 Bedrooms,17 0719 ST Architecturally luxurious villa for those who wants to own the best 17 04 15,KSh 84900000
1142,"Riverside Drive, Riverside, Nairobi, Nairobi",3 Bedrooms,Apartment For Sale In Riverside,KSh 41000000
1143,"Nyali, Nyali, Mombasa, Coast",3 Bedrooms,Very Spacious 3 Bedroom Executive Apartments In Nyali,KSh 23500000
1144,"Runda, Runda, Nairobi, Nairobi",4047 Land Size (m²),Vacant Land for sale  in Runda - 3ke1198061,KSh 80000000
1145,"Muguga, Muguga, Muguga, Central",506 Land Size (m²),50/100 Prime Plots for sale  in Muguga,KSh 1600000
1146,"Karen, Karen, Nairobi, Nairobi",1 Rooms (total),An Executive Office Space For Sale in Karen (Un-Furnished),KSh 4200000
1147,"waiyaki way, Loresho, Nairobi, Nairobi",3 Bedrooms,Loresho 3 Bedroom Apartment For Sale,KSh 14500000
1148,"Convent drive, Lavington, Nairobi, Nairobi",5 Bedrooms,Newly Built 5 Bedroom Town House in Lavington,KSh 75000000
1149,"Kayahwe Road, Hurlingham, Nairobi, Nairobi",3 Bedrooms,3 Bedroom For Sale Along Dennis Pritt,KSh 13500000
1150,"Mayungu, Riruta, Kilifi, Coast",2 Bedrooms,Mayungu-4 Villas In One Compound For Sale.,KSh 55000000
1151,"Riruta, Nairobi, Nairobi",3 Bedrooms,"APARTMENT - RIRUTA, Off Naivasha Road",KSh 10500000
1152,"Malindi Town, Malindi, Kilifi, Coast",1 Bedrooms,Cozy Apartment For Sale In Malindi,KSh 6800000
1153,"Gatanga Road, Lavington, Nairobi, Nairobi",3 Bedrooms,Pearl Residence 3 Bedrooms Fully Furnished For Sale,KSh 30000000
1154,"Westlands, Nairobi, Nairobi",3 Bedrooms,3 Bedroom Apartment Westlands,KSh 24000000
1155,"Naivasha, Naivasha Road, Nairobi, Nairobi",506 Land Size (m²),Naivasha Plot 50 X 100 for sale,KSh 500000
1156,"muringa rd, Kilimani, Nairobi, Nairobi",2 Bedrooms,Kilimani Two Bedroom Apartment With Servants Quarter,KSh 17000000
1157,"Mwiki Road, Kasarani, Nairobi, Nairobi",2 Bedrooms,"16 Blocks of Apartment , Mwiki Road",KSh 55000000
1158,"Watamu, Malindi, Kilifi, Coast",3 Bedrooms,"3 Bedroom En-Suite Home for sale in Watamu, Kenya",KSh 33000000
1159,"Convent Drive, Lavington, Nairobi, Nairobi",5 Bedrooms,5 Bedroom House in Lavington,KSh 70000000
1160,"Riverside, Riverside, Nairobi, Nairobi",3 Bedrooms,"Exquisite 3 Br With An Sq In Riverside S299 45,000,000 Ksh",KSh 45000000
1161,"Chui Road, Muthaiga, Nairobi, Nairobi",9310 Land Size (m²),23 Acres  of Land in Muthaiga - S227,KSh 450000000
1162,"General Mathenge, Spring Valley, Nairobi, Nairobi",3 Bedrooms,"General Mathenge, 43 Unique Villas",KSh 72000000
1163,"Kileleshwa, Nairobi, Nairobi",3 Bedrooms,3 Bedroom For Sale In Kileleshwa,KSh 18000000
1164,"Riara Road, Kilimani, Nairobi, Nairobi",3 Bedrooms,"Spacious 3 Bedroom Off Plan For Sale On Riara Road,Kilimani. Ksh. 12000000",KSh 12000000
1165,"South Lake  Road, Naivasha, Naivasha, Rift Valley",2023 Land Size (m²),1/2  Acre of Plot for sale in Longonot Gate,KSh 3250000
1166,"Galu, Diani Beach Road, Diani, Mombasa, Coast",3 Bedrooms,"Diani, Beautiful 3b/R Apartment, Galu Beach 1st Fl Beach Side",KSh 24765000
1167,"Kibokoni Residence, Malindi, Kilifi, Coast",4 Bedrooms,Malindi-House For Sale,KSh 38000000
1168,"Casuarina area, Malindi, Kilifi, Coast",5 Bedrooms,"3 Bedroom En-Suite Home For Sale In Malindi, Kenya",KSh 35000000
1169,"Argwings kodhek, Kilimani, Nairobi, Nairobi",3 Bedrooms,Three Bedroom Apartment For Sale In Kilimani,KSh 29000000
1170,"Butere Road, Industrial Area, Nairobi, Nairobi",48459 Building Size (m²),Commercial Property For Sale In Industrial Area,KSh 270000000
1171,"Lenana Road, Kilimani, Nairobi, Nairobi",1 Bedrooms,1 Bedroom Fully Furnished  To Let In Kilimani.,KSh 100000
1172,"Waiyaki Way, Waiyaki Way, Nairobi, Nairobi",4 Bedrooms,The Sapphire Square,KSh 16950000
1173,"Gigiri, Gigiri, Nairobi, Nairobi",10 Bedrooms,5  Bedroom House  To Let,KSh 300000000
1174,"Ruiru, Ruiru, Nairobi, Nairobi",506 Land Size (m²),1/8 Prime Commercial Plots for sale  in Ruiru,KSh 5000000
1175,"Waiyaki Way, Uthiru/Ruthimutu, Nairobi, Nairobi",3 Bedrooms,Classy 3 Bedroom Apartments For Sale Under Construction In Uthiru Kinoo,KSh 9500000
1176,"Its off parklands rd, Parklands, Nairobi, Nairobi",3 Bedrooms,A Well Maintained 3bdrm Apartment For Sale In Parklands Off Parklands Rd,KSh 14000000
1177,"Lenana Rd, Kilimani, Nairobi, Nairobi",145 Building Size (m²),Commercial Property For Sale In Kilimani,KSh 20267000
1178,"Membley, Kahawa, Nairobi, Nairobi",435 Land Size (m²),Membley 1/8 Acre Plot for sale,KSh 5500000
1179,"Kahawa Wendani, Kahawa Wendani, Nairobi, Nairobi",1 Bedrooms,Investment opportunity! Kahawa Wendani Flat,KSh 60000000
1180,"Lavington, Nairobi, Nairobi",3 Bedrooms,3 Bedroom Apartment At Lavington,KSh 30000000
1181,"Diani Beach, North, Diani, Mombasa, Coast",2 Bedrooms,Diani Beach 2 Bedroom Apartment Near Golf Course,KSh 9500000
1182,"george padmore road, Kilimani, Nairobi, Nairobi",3 Bedrooms,"Exquisite 3 Bedroom Apartment For Sale In Kilimani, Along George Padmore Road",KSh 27500000
1183,"Parklands, Nairobi, Nairobi",3 Bedrooms,3 Bedroom Apartment For Sale In Parklands,KSh 30000000
1184,"Suguta Road Kileleshwa, Kileleshwa, Nairobi, Nairobi",1 Bedrooms,Chrystal Luxary Suite( New),KSh 10500000
1185,"Riverside Drive, Riverside, Nairobi, Nairobi",4 Bedrooms,Beautiful 3 Bedroom Apartmentin Riverside,KSh 24000000
1186,"off Waiyaki Way, Uthiru/Ruthimutu, Nairobi, Nairobi",3 Bedrooms,"Luxurious 3 Bedroom Apartments for sale, off Waiyaki Way",KSh 9750000
1187,"Limuru Road, Ruaka, Nairobi, Nairobi",2 Bedrooms,Palace Apartment For Sale In  Ruaka,KSh 7200000
1188,"kianda school, Lavington, Nairobi, Nairobi",2 Bedrooms,2 Bedroom With Dsq Exclusive Apartments For Sale In Lavington,KSh 15000000
1189,"Central Diani beach road, Diani Beach, South coast, Coast",31 Rooms (total),"Diani Central, Roadside shops & Apartments",KSh 80000000
1190,"kilimani, Kilimani, Nairobi, Nairobi",3 Bedrooms,A Stunning 3 Bedroom Apartment For Sale,KSh 13000000
1191,"Naivasha Road, Naivasha Road, Nairobi, Nairobi",1 Bedrooms,Lavish Studio Apartment For Sale On Naivasha Road,KSh 4500000
1192,"Balozi Estate, Nairobi, Muthaiga North, Nairobi, Nairobi",4 Bedrooms,17 0713 ST Unparalleled Opportunity To Own A Well Appointed Asset 17 07 07,KSh 27500000
1193,"mwambao road, Parklands, Nairobi, Nairobi",4 Bedrooms,Beautiful 4 Bedroom Apartment In 6th Parklands,KSh 22000000
1194,"Argwing Kodhek, Kilimani, Nairobi, Nairobi",3 Bedrooms,Beautiful 2 And 3 Bedroom Apartments In Kilimani,KSh 15000000
1195,"Dennis Pritt Rd, Milimani, Nairobi, Nairobi",3 Bedrooms,3 Bedroom Apartment For Sale On Dennis Pritt Road.,KSh 20000000
1196,"Waiyaki way, Waiyaki Way, Nairobi, Nairobi",3 Bedrooms,"Brand New 3 Bedroom Unfurnished Apartment For Sale, Along Waiyaki Way",KSh 17500000
1197,"Thika Township, Thika Township, Thika Township, Central",NO001LA35LSIINTRESKE-NEW Object ID,Prime Land for sale  230 Acres,KSh 7000000
1198,"DENNIS PRITT RD, Kilimani, Nairobi, Nairobi",3 Bedrooms,Dennis Pritt Rd 3 Bedroom Apartment For Sale,KSh 15500000
1199,"Iregi Road, Parklands, Nairobi, Nairobi",3 Bedrooms,"Executive 3 Bed Apartments For Sale Ksh 27m, (Iregi Rd Parklands),",KSh 27000000
1200,"Ridgeways, Ridgeways, Nairobi, Nairobi",10100 Land Size (m²),25 Acres for sale  in Ridgeways - 3ke1287480,KSh 180000000
1201,"Argwings Kodhek Kilimani, Kilimani, Nairobi, Nairobi",3 Bedrooms,Summer Breeze Luxury Apartments For Sale In Kilimani,KSh 43000000
1202,"Imara Daima, Imara Daima, Nairobi, Nairobi",3 Bedrooms,"3 Bedrooms + Dsq For Sale In Imara Daima, 200 Meters From Msa Road, Ksh. 8.5m Only",KSh 8500000
1203,"Nyeri Road, Kileleshwa, Nairobi, Nairobi",2 Bedrooms,2 Bedroom Apartment For Sale In Kileleshwa,KSh 13750000
1204,"General Mathenge road, Westlands, Nairobi, Nairobi",4 Bedrooms,Four Bedroom Apartment For Sale In General Mathenge,KSh 28000000
1205,"Athi River Off Mombasa Road, Riruta, Nairobi, Nairobi",3 Bedrooms,3 Bedroom Apartment For Sale In Athi River,KSh 28000000
1206,"Kirichwa road, Kilimani, Nairobi, Nairobi",2 Bedrooms,"Ready 2 Bedrooms For Sale In Kilimani, Kirichwa Road. From Ksh. 7.8m Only.",KSh 7800000
1207,"Riabai Road, Kiambu Township, Kiambu, Central",2 Bedrooms,"Spacious 2 Bedroom + Dsq In 18 Hole Golf Gated Community, Migaa, Kiambu. Ksh. 10.75m",KSh 10750000
1208,"Kilimani, Kilimani, Nairobi, Nairobi",3 Bedrooms,Wado Apartments For Sale In Kilimani.,KSh 14000000
1209,"Riara Road., Riara Road, Nairobi, Nairobi",3 Bedrooms,3 bedroom Apartments  for sale in  Riara Road-Mideya gardens,KSh 12000000
1210,"Lavington, Lavington, Nairobi, Nairobi",2 Bedrooms,River Point Apartments Lavington.,KSh 19000000
1211,"Kileleshwa, Nairobi, Nairobi",3 Bedrooms,3 Bedroom For Sale In Kileleshwa,KSh 18000000
1212,"Rhapta road, Westlands, Nairobi, Nairobi",3 Bedrooms,Three Bedroom Apartment For Sale In Westlands,KSh 31000000
1213,"Oloitokitok Road, Kilimani, Nairobi, Nairobi",3 Bedrooms,Luxury Apartments In Kilimani(Under Construction),Contact seller for price
1214,"Kibokoni Residence, Malindi, Kilifi, Coast",6 Bedrooms,Detached Property For Sale In Malindi,KSh 17000000
1215,"Kingara Rd Maziwa, Lavington, Nairobi, Nairobi",3 Bedrooms,3 Bedroom Apartment / Flat For Sale In Lavington,KSh 22000000
1216,"Lingsiey Road, Isinya, Kajiado, Rift Valley",330000 Land Size (m²),Prime 80 Acres of Land for sale at Olooloitikosh Town,KSh 4500000
1217,"Nyali, Mombasa Road, Nairobi, Nairobi",3 Bedrooms,Absolutely Stunning Apartment In Nyali,KSh 26000000
1218,"Syokimau, Nairobi, Nairobi",2 Bedrooms,"Apartments, Syokimau",KSh 4000000
1219,"Kahawa Sukari, Kahawa Sukari, Nairobi, Nairobi",6 Bedrooms,Spectacular 6 Bedroom House at Kahawa Sukari,KSh 55000000
1220,"Githingiri area Thika, Thika Road, Nairobi, Nairobi",4 Bedrooms,4 Bedroom Townhouse for sale in Githingiri Thika,KSh 22000000
1221,"MIGAA, Kiambu, Kiambu, Central",505 Land Size (m²),Land for sale  in Kiambu,KSh 5500000
1222,"Mombasa road, Mombasa Road, Nairobi, Nairobi",2 Bedrooms,2 Bedroom Apartment For Sale Mombasa Road,KSh 5500000
1223,"off raphta road, Westlands, Nairobi, Nairobi",3 Bedrooms,An Executive And Exclusive Apartment For Sale In Westlands,KSh 30000000
1224,"Off Thigiri Ridge Road, Thigiri, Nairobi, Nairobi",NO322LA29LBAINTRESKE-NEW Object ID,1 Acre  of Land in New Muthaiga - S247,KSh 125000000
1225,"Kileleshwa, Nairobi, Nairobi",2 Bedrooms,Moon Valley Dubai Style Apartments,KSh 15900000
1226,"Lavington, Nairobi, Nairobi",2 Bedrooms,"2 Bedroom Apartment For Sale, Kilimani",KSh 13000000
1227,"Kerarapol 14th Drive, Karen, Nairobi, Nairobi",2023 Land Size (m²),Prime Quarter Acre Plot for sale  in Kerarapon- Karen,KSh 11500000
1228,"Lolldaigas, Umande, Umande, Rift Valley",202343 Land Size (m²),"Share in Private Ranch At Umande, Lolldaigas",KSh 27500000
